,title,subtitle,price_unit,price,price_unit_2,price_2,type_size,bedrooms,suite,parking,description
90,"Área Especial 4 Módulo L, GUARA II, GUARA",,R$,3.200,m² R$,40,Aluguel Apartamento 80 m²,3 Quartos,1 Suíte,1 Vaga,"ALUGO APARTAMENTO NO GUARÁ COM ÁREA DE LAZER COMPLETA Excelente apartamento amplo composto por: sala com varanda, 03 qua... 21/08/22"
91,"Rua 22, NORTE, AGUAS CLARAS",,R$,2.200,m² R$,30,Aluguel Apartamento 71 m²,3 Quartos,1 Suíte,1 Vaga,"Seja bem-vindo ao Villa Lourenza, localizado na rua 22 norte, de Águas Claras, em uma das melhores localizações da Cidad... 21/08/22"
92,"SQNW 108 Bloco H, NOROESTE, BRASILIA",,R$,4.800,m² R$,61,Aluguel Apartamento 78 m²,2 Quartos,1 Suíte,2 Vagas,ALUGO EXCELENTE APTO DE 2 QTS NA SQNW 108 BLOCO H 02 QTS 01 SUITES 05 ANDAR VARANDA GOURMET 02 VAGAS DE GARAGEM LI... 21/08/22
93,"SGCV, PARK SUL, BRASILIA",,R$,15.000,m² R$,71,Aluguel Apartamento 211 m²,3 Quartos,3 Suítes,4 Vagas,Apartamento com linda vista para area social composto de Hall de entrada Lavabo Living com pé direito alto e integrad... 21/08/22
94,"Quadra 209, SUL, AGUAS CLARAS",", ED, MONT BLANC",R$,2.000,m² R$,28,Aluguel Apartamento 70 m²,2 Quartos,1 Vaga,,LOCAÇÃO APTO 02 QRTS (602) C/ ARMÁRIOS E VARANDA; ED. MONT BLANC - ÁGUAS CLARAS Top Line. Imóveis especiais para cl... 21/08/22
95,"SQS 216, ASA SUL, BRASILIA",,R$,5.400,m² R$,31,Aluguel Apartamento 170 m²,3 Quartos,1 Suíte,1 Vaga,"ASA SUL - SQS 216 Bordalo PRIME aluga apartamento de 03 quartos na 216 SUL Apartamento reformado com 03 quartos, sala,... 21/08/22"
96,"QI 23 Lote 2/6, GUARA II, GUARA",,R$,1.800,m² R$,40,Aluguel Apartamento 45 m²,2 Quartos,,,"AP4778 - Apartamento para alugar com 2 quartos, 45m² - Qi 23 Lotes 02 a 06, Guara Nobre - Guara II, Df Para agendar vis... 21/08/22"
97,"SQSW 305 Bloco A, SUDOESTE, BRASILIA",,R$,5.500,m² R$,52,Aluguel Apartamento 104 m²,3 Quartos,1 Suíte,2 Vagas,"Apartamento nascente no 5° andar, com vista livre e panorâmica para o Parque de Cidade Sarah Kubitschek, em perfeito es... 21/08/22"
98,"SQN 216 Bloco J, ASA NORTE, BRASILIA",,R$,2.650,m² R$,38,Aluguel Apartamento 68 m²,2 Quartos,1 Vaga,,"OTIMO AP, COM GARAGEM, SENDO PINTADO OTIMA TINTA, VISTA LIVRE, PISO FLUTUANTE, 2 BANHEIROS, ÁREA DE SERVIÇO, MUITOS ARMÁ... 21/08/22"
99,"SQS 113, ASA SUL, BRASILIA",,R$,6.800,m² R$,46,Aluguel Apartamento 146 m²,3 Quartos,2 Suítes,1 Vaga,"Apartamento de 146 m2, totalmente reformado, meio de quadra, andar alto, perpendicular ao sol, em umas das mais agradáve... 21/08/22"
100,"QE 40 Conjunto H, GUARA II, GUARA",,R$,1.000,m² R$,20,Aluguel Apartamento 48 m²,2 Quartos,,,"Apartamento bem localizado; próximo a bancos, comércio variado e pontos de ônibus. 21/08/22"
101,"SQNW 109, NOROESTE, BRASILIA",,R$,9.200,m² R$,62,Aluguel Apartamento 148 m²,4 Quartos,2 Suítes,4 Vagas,A FUTURA NEGÓCIOS IMOBILIARIOS disponibiliza para LOCAÇÃO: Apartamento 100% Mobiliado no Ed. Via Santorini com 4 quarto... 21/08/22
102,"SQS 110, ASA SUL, BRASILIA",,R$,9.900,m² R$,42,Aluguel Apartamento 232 m²,4 Quartos,2 Suítes,1 Vaga,"Granville Negócios Imobiliários Aluga: Alugue com CredPago! Excelente apartamento nascente, meio de quadra, andar alto... 21/08/22"
103,"SQS 106 Bloco B, ASA SUL, BRASILIA",,R$,5.400,m² R$,30,Aluguel Apartamento 178 m²,3 Quartos,1 Suíte,,"APARTAMENTO REFORMADO NASCENTE NA SQS 106 BLOCO B: 100% revestido, guarita com portaria, hall social decorado, circuito ... 21/08/22"
104,"SGAN 914 Módulo H, ASA NORTE, BRASILIA",,R$,1.200,m² R$,40,Aluguel Apartamento 30 m²,1 Quarto,,,"O melhor um quarto da asa norte. Apartamento com reforma moderna, completo em termos de armário, com divisão ampla.Compo... 21/08/22"
105,"Avenida Jacarandá, SUL, AGUAS CLARAS",", CONCEPT RESIDENCE",R$,1.400,m² R$,33,Aluguel Apartamento 41 m²,1 Quarto,1 Vaga,,"1 QUARTO ÁGUAS CLARAS - CONCEPT RESIDENCE - Um empreendimento que vai trazer toda Comodidade, bom gosto, 1 Quarto, sala... 21/08/22"
106,"Rua 5, SUL, AGUAS CLARAS",,R$,5.000,m² R$,35,Aluguel Apartamento 139 m²,3 Quartos,3 Suítes,2 Vagas,RUA 05 SUL - ÁGUAS CLARAS Bordalo PRIME Imobiliária ALUGA OU VENDE apartamento no COSTA DO SOL Apartamento com 139m² ... 21/08/22
107,"Avenida Pau Brasil, NORTE, AGUAS CLARAS",,R$,2.500,m² R$,24,Aluguel Apartamento 103 m²,3 Quartos,1 Suíte,1 Vaga,"APARTAMENTO COM 3 QUARTOS SENDO 01 C/ SUÍTE E ARMÁRIOS, C/ VARANDA, SALA COM VARANDA, WC SOCIAL, COZINHA C/ ARMÁRIOS, DC... 21/08/22"
108,"SEPS 712/912, ASA SUL, BRASILIA",,R$,1.300,m² R$,54,Aluguel Kitnet 24 m²,1 Quarto,,,Kitnet diferenciada para locação no Grand Ville! Kit voltada para o Nascente e de canto. Ótima iluminação e ventilação... 21/08/22
109,"SQNW 109 Bloco K, NOROESTE, BRASILIA",,R$,8.900,m² R$,54,Aluguel Apartamento 164 m²,4 Quartos,4 Suítes,3 Vagas,"Alugo apartamento de altissimo padrão, localizado na quadra 109 do setor Noroeste. Prédio com uma mega estrutura de laz... 21/08/22"
110,"SQSW 305, SUDOESTE, BRASILIA",,R$,9.500,m² R$,43,Aluguel Apartamento 216 m²,3 Quartos,1 Suíte,2 Vagas,"Excelente Duplex Composto de Sala 03 Quartos , sendo 01 suite com closet Banheiro Social Sala escritóri... 21/08/22"
111,"SQN 213 Bloco G, ASA NORTE, BRASILIA",,R$,27.500,m² R$,59,Aluguel Apartamento 461 m²,3 Quartos,3 Suítes,4 Vagas,CLEIDSON DE QUEIROZ ALUGA OFERTA EXCLUSIVA DE COBERTURA DUPLEX NO RESIDENCIAL WINDSOR | SQN 213 BLOCO G UM IMÓVEL REPLE... 21/08/22
112,"SQS 403 Bloco A, ASA SUL, BRASILIA",,R$,3.600,m² R$,45,Aluguel Apartamento 80 m²,3 Quartos,,,"APARTAMENTO CONTEMPORÂNEO - IMPECÁVEL Com reforma recente do arquiteto Felipe Horta, esse apartamento é a síntese do con... 21/08/22"
113,"Rua 36, NORTE, AGUAS CLARAS",,R$,1.300,m² R$,46,Aluguel Apartamento 28 m²,1 Quarto,1 Suíte,1 Vaga,"Apartamento reformado, 28 m², sendo 01 suíte com armários planejados, sala, cozinha americana com armários planejados e ... 21/08/22"
114,"SQNW 102, NOROESTE, BRASILIA",,R$,17.000,m² R$,106,Aluguel Apartamento 160 m²,3 Quartos,3 Suítes,3 Vagas,"Duprime Imobiliária ALUGA - Belíssimo Apto de LUXO, SQNW 102, 160m² - NOROESTE Belíssimo APTO, no Parque das Tulipas, 1... 21/08/22"
115,"QI 18 Bloco G, GUARA I, GUARA",,R$,1.200,m² R$,20,Aluguel Apartamento 58 m²,2 Quartos,1 Vaga,,"Apartamento composto de 2 quartos com armários, cozinha com armários, sala, banheiro com armário, 1 vaga de garagem. 21/08/22"
116,"SHTN, ASA NORTE, BRASILIA",,R$,2.850,m² R$,91,Aluguel Apartamento 31 m²,1 Quarto,1 Suíte,,"SHTN Trecho 02, Bloco H - Life Resort - Asa Norte - DF Flat nascente, com vista para o lago interno do condomínio, plan... 21/08/22"
117,"SQNW 309 Bloco I, NOROESTE, BRASILIA",,R$,4.500,m² R$,45,Aluguel Apartamento 100 m²,3 Quartos,1 Suíte,2 Vagas,"AP13317 - Apartamento para alugar com 3 quartos, 101m² - Sqnw 309 - Condomínio Residencial Riviera, Noroeste, Df Para a... 21/08/22"
118,"Rua 73, CENTRO, SAO SEBASTIAO",,R$,700,m² R$,21,Aluguel Apartamento 33 m²,1 Quarto,,,Residencial Zenaide Dantas - Rua 73 São Sebastião Centro. ##ALUGUE SEM FIADOR## Alugue este imóvel com seu cartão de c... 21/08/22
119,"Avenida das Castanheiras, NORTE, AGUAS CLARAS",,R$,2.000,m² R$,45,Aluguel Apartamento 44 m²,1 Quarto,1 Vaga,,"COELHO IMÓVEIS CONSULTORIA PRIME ALUGA: Excelente apartamento no Real Splendor em Águas Claras, com 01 quarto, banheiro... 21/08/22"
120,"SQS 114 Bloco H, ASA SUL, BRASILIA",,R$,5.800,m² R$,36,Aluguel Apartamento 157 m²,3 Quartos,1 Suíte,1 Vaga,"Venha morar na melhor localização da Asa Sul Lindo apartamento, reformado, sala 2 ambientes com piso em porcelanato, lav... 21/08/22"
121,"Área Especial 02 Módulo A, GUARA II, GUARA",,R$,2.950,m² R$,44,Aluguel Apartamento 66 m²,2 Quartos,1 Suíte,1 Vaga,"AP13632 - Apartamento para alugar com 2 quartos, 66m² - Ae 02 Lotes A e B Bloco A, Dolce Vitta - Guara II, Df Para agen... 21/08/22"
122,"SMAS, PARK SUL, BRASILIA",RESIDENCIAL LIVING,R$,3.950,m² R$,53,Aluguel Apartamento 73 m²,2 Quartos,1 Suíte,2 Vagas,"Esse lindo e aconchegante apartamento esta DISPONÍVEL para LOCAÇÃO, nessa cidade perfeita, localização muito privilegiad... 21/08/22"
123,"CLN 312 Bloco B, ASA NORTE, BRASILIA",,R$,2.300,m² R$,29,Aluguel Apartamento 77 m²,3 Quartos,,,"Asa Norte Comercial da 312 Disponível Aluguel - Apartamento bem iluminado, arejado, são 77m² distribuídos na seguinte c... 21/08/22"
124,"SQS 410 Bloco T, ASA SUL, BRASILIA",OTIMO AP COM AMBIENTES AMPLOS E QUARTO DEPOSITO,R$,2.800,m² R$,24,Aluguel Apartamento 114 m²,3 Quartos,1 Suíte,,"ALUGO APARTAMENTO 301, NO BLOCO T, ENT B, DA SQS 410, PREDIO JK (SEM PILOTIS), COMPOSTO DE: SALA AMPLA CO VISTA PA... 21/08/22"
125,"Quadra 103, NORTE, AGUAS CLARAS",Edifício Itapema,R$,1.650,m² R$,27,Aluguel Apartamento 61 m²,2 Quartos,1 Suíte,1 Vaga,"Aluguel – Apartamento 02 quartos com vista livre em Águas Claras Sul! Apartamento dois quartos, próximo ao parque de Á... 21/08/22"
126,"Rua 9, SUL, AGUAS CLARAS",,R$,4.500,m² R$,47,Aluguel Apartamento 95 m²,4 Quartos,2 Suítes,2 Vagas,"AP13395 - Apartamento para alugar com 4 quartos, 95m² - Rua 09 Sul - Piazza D Italia, Df Para agendar visita, copie e c... 21/08/22"
127,"Rua 9, NORTE, AGUAS CLARAS",,R$,2.850,m² R$,31,Aluguel Apartamento 90 m²,3 Quartos,2 Suítes,1 Vaga,"Domos Empreendimentos Aluga com Exclusividade: Apartamento de 3 Qts sendo duas suítes em Águas Claras Águas Claras, Ru... 21/08/22"
128,"SQN 311 Bloco H, ASA NORTE, BRASILIA",,R$,7.800,m² R$,50,Aluguel Apartamento 155 m²,4 Quartos,1 Suíte,2 Vagas,"Quadra Parque ícone em urbanismo e paisagismo, localização é perfeita, oferecendo todo a comodidade e agilidade para fac... 21/08/22"
129,"CSG 13, TAGUATINGA SUL, TAGUATINGA",,R$,1.000,m² R$,29,Aluguel Apartamento 34 m²,1 Quarto,1 Suíte,1 Vaga,Luisa Apart Residence - Taguatinga sul em frente a Universidade Católica Excelente apartamento com 34m² - Posição solar... 21/08/22
130,"SQSW 504 Bloco B, SUDOESTE, BRASILIA",,R$,5.500,m² R$,57,Aluguel Apartamento 95 m²,3 Quartos,1 Suíte,1 Vaga,"AP9752 - Apartamento para alugar com 3 quartos, 95m² - SQSW 504, Bloco B - Setor Sudoeste, Brasília - DF Para agendar v... 21/08/22"
131,"SMAS Trecho 1 C, PARK SUL, BRASILIA",,R$,7.000,m² R$,70,Aluguel Apartamento 100 m²,3 Quartos,1 Suíte,2 Vagas,Living Park Sul Bordalo prime aluga lindo apartamento MOBILIADO. O condomínio é um dos mais procurados em Brasília p... 21/08/22
132,"SQNW 103 Bloco B, NOROESTE, BRASILIA",,R$,4.600,m² R$,61,Aluguel Apartamento 75 m²,2 Quartos,1 Suíte,2 Vagas,"Apartamento novo com o melhor padrão construtivo do Noroeste, composto por: Sala Ampla; 02 Quartos com armários sendo 01... 21/08/22"
133,"QRSW 6 Bloco A 4, SUDOESTE, BRASILIA",,R$,2.800,m² R$,46,Aluguel Apartamento 60 m²,2 Quartos,,,Excelente apartamento reformado - QRSW 6 BLOCO A-4 - RES. PRAIA GRANDE Apartamento com o novo conceito de ambientes int... 21/08/22
134,"CCSW 2 Lote 3, SUDOESTE, BRASILIA",,R$,4.100,m² R$,60,Aluguel Apartamento 68 m²,2 Quartos,1 Suíte,1 Vaga,"Unique Residence Club 100% revestido, guarita com portaria 24 horas, hall social decorado, lazer completo, circuito inte... 21/08/22"
135,"Rua 33, SUL, AGUAS CLARAS",,R$,5.500,m² R$,35,Aluguel Apartamento 154 m²,3 Quartos,1 Suíte,,EDFÍCIO NOBLESSE - Rua 33 Sul DO IMÓVEL: - 03 quarto sendo 01 suíte; - Sala; - WC social; - Cozinha; - 02 vaga de garag... 21/08/22
136,"SCES Trecho 4, ASA SUL, BRASILIA",,R$,8.000,m² R$,125,Aluguel Apartamento 64 m²,1 Quarto,1 Suíte,1 Vaga,Camarote Brisas do Lago - Vista lago/piscina !!! Apartamento de 64 m2 reformado em um dos melhores condomínios de Brasí... 21/08/22
137,"CLNW 10/11, NOROESTE, BRASILIA",,R$,2.100,m² R$,56,Aluguel Kitnet 37 m²,1 Quarto,1 Suíte,1 Vaga,"ROYAL PREMIUM ALUGA uma ótima kit mobiliada com 37m² na CLNW 10/11, Setor Noroeste, com ar condicionado, vista livre, ve... 21/08/22"
138,"QS 106 Conjunto 1, SAMAMBAIA SUL, SAMAMBAIA","Alugo SEM FIADOR! 3Qtos, suíte, varanda",R$,1.950,m² R$,26,Aluguel Apartamento 74 m²,3 Quartos,1 Suíte,1 Vaga,QS 106 - PRÓXIMO METRÔ - SAMAMBAIA SUL/DF Residencial Estrela do Sul Alugo Excelente Apartamento 3 Quartos com suíte e ... 21/08/22
139,"SCES Trecho 4, ASA SUL, BRASILIA","Apartamento maravilhoso!, Condominio Brisas do Lago",R$,2.700,m² R$,67,Aluguel Apartamento 40 m²,1 Quarto,1 Suíte,1 Vaga,"Apartamento lindo! Vista terreno/ Lago 40m2 Closet Geladeira,fogão cooktop,ar condicionado no qt e na sala,TV no qt ... 21/08/22"
140,"SQS 114, ASA SUL, BRASILIA",,R$,6.300,m² R$,39,Aluguel Apartamento 158 m²,3 Quartos,1 Suíte,1 Vaga,"Apartamento de 158 m2, totalmente reformado, em umas das mais agradáveis e charmosas quadras da Asa Sul, composto por: ... 21/08/22"
141,"SQN 210, ASA NORTE, BRASILIA",,R$,4.000,m² R$,32,Aluguel Apartamento 123 m²,3 Quartos,1 Suíte,1 Vaga,"Tadeu Santiago corretor imobiliário - CRECI: 9056/DF, aluga ótimo apartamento na SQN 210, com 123,00m² de área privati... 21/08/22"
142,"Área Especial 4 Módulo I, GUARA II, GUARA",,R$,3.000,m² R$,37,Aluguel Apartamento 80 m²,3 Quartos,1 Suíte,2 Vagas,"AP13720 - Apartamento para alugar com 3 quartos, 80m² - Ae 04 Lotes I e J - Sports Club, Guara II - Df Para agendar vis... 21/08/22"
143,"SQN 205 Bloco D, ASA NORTE, BRASILIA",,R$,5.500,m² R$,38,Aluguel Apartamento 144 m²,4 Quartos,1 Suíte,1 Vaga,"SALA GRANDE COM VARANDÃO , 04 QUARTOS SENDO 01 COM SUÍTE TODOS COM ARMÁRIOS, 01 HOME OFFICE INTEGRADO À VARANDA COM PORT... 21/08/22"
144,"QI 23 Lote 3, GUARA II, GUARA",,R$,2.300,m² R$,39,Aluguel Apartamento 58 m²,2 Quartos,1 Suíte,1 Vaga,"AP13400 - Apartamento para alugar com 2 quartos, 58m² - Qi 23, Ed. Milão - Guara II, Df Para agendar visita, copie e co... 21/08/22"
145,"Rua 3 Chacará 94, VICENTE PIRES, VICENTE PIRES",,R$,3.800,m² R$,17,Aluguel Apartamento 220 m²,4 Quartos,3 Suítes,2 Vagas,"Cobertura para venda na rua 3 Vicente Pires Edifício Imperial ao lado do Arena Shopping, portaria, hall de entrada e ele... 21/08/22"
146,"SHN Quadra 5, ASA NORTE, BRASILIA",,R$,2.000,m² R$,76,Aluguel Apartamento 26 m²,1 Quarto,,,SHN Qd. 05 Allia Gran Hotel Asa Norte - ... 21/08/22
147,"Rua DAS PITANGUEIRAS, SUL, AGUAS CLARAS",,R$,2.200,m² R$,42,Aluguel Apartamento 52 m²,2 Quartos,1 Suíte,1 Vaga,"Residencial Chamonix- 2 quartos sendo 1 suíte Em uma região privilegiada de Aguas Claras, em frente ao metrô, estação a... 21/08/22"
148,"SQS 204, ASA SUL, BRASILIA",,R$,3.600,m² R$,30,Aluguel Apartamento 120 m²,3 Quartos,1 Suíte,1 Vaga,"Esse apartamento está situado na SQS 204, Asa Sul. Próximo a hospitais, escolas, padarias, restaurantes, posto de combus... 21/08/22"
149,"SQSW 105, SUDOESTE, BRASILIA",,R$,3.900,m² R$,42,Aluguel Apartamento 92 m²,3 Quartos,1 Suíte,1 Vaga,"SQSW 105 - Ed. Via Londres, Sudoeste, Apartamento Residencial - Composto de sala com 02 ambientes e varanda fechada com... 21/08/22"
150,"SQS 304 Bloco B, ASA SUL, BRASILIA",,R$,6.800,m² R$,41,Aluguel Apartamento 163 m²,3 Quartos,1 Suíte,,MONTEIRO E ANDRADE ALUGA SQS 304 ASA – SUL DESCRIÇÃO: - Lindo apartamento com 160m² todo reformado com: - 3 quartos... 21/08/22
151,"QNO 10 AREA ESPECIAL P, CEILANDIA NORTE, CEILANDIA",", SOLAR DO CERRADO",R$,1.200,m² R$,26,Aluguel Apartamento 45 m²,2 Quartos,1 Suíte,1 Vaga,"ALUGUEL SOLAR DO CERRADO Valor do Aluguel R$ 1.200,00* Condomínio R$ 355,30*(inclui gás) +Proporcional do IPTU (em médi... 21/08/22"
152,"SQNW 309 Bloco G, NOROESTE, BRASILIA",,R$,4.500,m² R$,64,Aluguel Apartamento 70 m²,2 Quartos,1 Suíte,1 Vaga,Domos Empreendimentos aluga com Exclusividade: Apartamento de 2 Qts para locação em Noroeste SQNW 309 BL G Apartament... 21/08/22
153,"QRSW 2 Bloco B 14, SUDOESTE, BRASILIA",,R$,2.450,m² R$,43,Aluguel Apartamento 56 m²,2 Quartos,,,"AP3547 - Apartamento para alugar com 2 quartos, 56m² - Qrsw 02 Bloco B-14 - Ed Claudia, Sudoeste - Df Para agendar visi... 21/08/22"
154,"SHS Quadra 6, ASA SUL, BRASILIA",,R$,2.065,m² R$,50,Aluguel Apartamento 41 m²,1 Quarto,1 Suíte,,SHS Qd. 06 ? Qd. Brasil 21 ? Asa Sul - Excelente Flat; - Vista livre; ... 21/08/22
155,"Área Especial 01 Conjunto 10, BONSUCESSO, SAO SEBASTIAO",,R$,700,m² R$,14,Aluguel Apartamento 50 m²,1 Quarto,,,"Imóvel situado em São Sebastião. Próximo ao comércio local, onde há supermercados, padarias e conveniências. Apartamento... 21/08/22"
156,"Rua COPAIBA, NORTE, AGUAS CLARAS",,R$,2.830,m² R$,65,Aluguel Apartamento 43 m²,1 Quarto,1 Vaga,,"Alugue Lindo Apartamento de 1 Quarto (suíte com closet), MOBILIADO e DECORADO! APARTAMENTO 1 QUARTO MOBILIADO - DF CENTU... 21/08/22"
157,"Rua 19, NORTE, AGUAS CLARAS",", Duo Residence Mall",R$,1.650,m² R$,43,Aluguel Apartamento 38 m²,1 Quarto,1 Suíte,1 Vaga,"Apartamento 38m2 - Duo Residence Águas Claras Apartamento com 01 quarto, sala, cozinha/área de serviço conjugada e ban... 21/08/22"
158,"CA 08, LAGO NORTE, BRASILIA",,R$,2.000,m² R$,31,Aluguel Apartamento 63 m²,1 Quarto,1 Suíte,1 Vaga,"DANIEL LISBOA APRESENTA PARA VENDA UM EXCELENTE APARTAMENTO NO CONDOMÍNIO PREMIER, LAGO NORTE!!! - SUPER REFORMADO; -... 21/08/22"
159,"Área Especial 4, GUARA II, GUARA",,R$,4.300,m² R$,43,Aluguel Apartamento 100 m²,3 Quartos,1 Suíte,2 Vagas,"AP13393 - Apartamento para alugar com 3 quartos, 100m² - Ae 04 Lote B - Maestri, Guara Ii - Df Para agendar visita, cop... 21/08/22"
160,"QMSW 5, SUDOESTE, BRASILIA",,R$,1.100,m² R$,44,Aluguel Kitnet 25 m²,1 Quarto,1 Vaga,,"RE/MAX Prime aluga excelente Kitnet mobiliada, com uma vaga de garagem coberta, - Frigobar - Cooktop - Cama Box - Armá... 21/08/22"
161,"Quadra 101, NORTE, AGUAS CLARAS",,R$,2.500,m² R$,31,Aluguel Apartamento 80 m²,2 Quartos,1 Suíte,1 Vaga,"Quadra 101, Tiê Residence Club, Norte Águas Claras - DF Alugue este imóvel com seu cartão de crédito pela CredPago Pré... 21/08/22"
162,"Rua 3, NORTE, AGUAS CLARAS",", Edifício Piazza Di Spagna",R$,1.200,m² R$,32,Aluguel Apartamento 37 m²,1 Quarto,1 Suíte,1 Vaga,"Apartamento 37m2 - Edifício Piazza Di Spagna Apartamento com quarto sendo suíte, sala com 02 ambientes, cozinha, área ... 21/08/22"
163,"SQS 313 Bloco H, ASA SUL, BRASILIA",,R$,12.000,m² R$,57,Aluguel Apartamento 209 m²,4 Quartos,1 Suíte,3 Vagas,"- Apartamento com 209m² todo reformado com: - 3 quartos sendo 01 suíte com closet, todos com armários planejados, com ar... 21/08/22"
164,"Rua 37, SUL, AGUAS CLARAS",,R$,4.200,m² R$,36,Aluguel Apartamento 114 m²,4 Quartos,1 Suíte,2 Vagas,EXCLUSIVIDADE: RESIDENCIAL EVA CAMILO COM LINDOS ARMÁRIOS ÁGUAS CLARAS BEM PRÓXIMO AO MÊTRO E AS SAÍDAS BELÍSSIMO AP... 21/08/22
165,"Rua 9, SUL, AGUAS CLARAS",,R$,1.800,m² R$,32,Aluguel Apartamento 56 m²,2 Quartos,1 Suíte,1 Vaga,"Rua 09 Sul, Ed. Mont Vernon, Águas Claras - Brasília - DF Alugue este imóvel com seu cartão de crédito pela CRÉDITO A... 21/08/22"
166,"SQS 109 Bloco E, ASA SUL, BRASILIA",,R$,6.500,m² R$,40,Aluguel Apartamento 159 m²,4 Quartos,1 Suíte,1 Vaga,"Alugo excelente apartamento mobiliado, de canto, frente para área verde, , repleto de armários planejados. Composto po... 21/08/22"
167,"CLNW 8/9 Lote A, NOROESTE, BRASILIA",,R$,2.200,m² R$,66,Aluguel Apartamento 33 m²,1 Quarto,1 Suíte,1 Vaga,"EDIFÍCIO RUBI, CLNW 8/9, NOROESTE Apartamento reformado e mobiliado, 1ª Locação, tudo novo, é composto por 1 quarto, coz... 21/08/22"
168,"SQSW 101 Bloco G, SUDOESTE, BRASILIA",Edifício Porto Príncipe,R$,5.500,m² R$,60,Aluguel Apartamento 91 m²,3 Quartos,1 Suíte,1 Vaga,"Excelente imóvel mobiliado pronto para a sua moradia! O apartamento possui três quartos, sendo uma suíte, todos contam c... 21/08/22"
169,"SGAN 912 Módulo B, ASA NORTE, BRASILIA",,R$,1.000,m² R$,33,Aluguel Kitnet 30 m²,1 Quarto,1 Vaga,,"ALUGO KITINETE MOBILIADA NA ASA NORTE! 30m² divididos em cozinha/área de serviço com armários,micoondas, ar condicionado... 21/08/22"
170,"Rua 17, SUL, AGUAS CLARAS",,R$,1.850,m² R$,52,Aluguel Apartamento 35 m²,1 Quarto,1 Suíte,1 Vaga,A Atalaia Empreendimentos Imobiliários aluga: - Visitar apartir do dia 05/09/2022! Residencial Ouro Branco IV - Águas ... 21/08/22
171,"SQS 208 Bloco G, ASA SUL, BRASILIA",,R$,3.500,m² R$,38,Aluguel Apartamento 90 m²,2 Quartos,1 Suíte,1 Vaga,"Apartamento mobiliado! Sala de estar e jantar, 3 quartos sendo 1 suíte com armários, Banheiro social, Cozinha com armár... 21/08/22"
172,"SQS 109 Bloco A, ASA SUL, BRASILIA",,R$,5.500,m² R$,36,Aluguel Apartamento 150 m²,3 Quartos,1 Suíte,1 Vaga,More nesse espaçoso e irresistível apartamento para locação na SQS 109. São mais de 150m² para você acomodar sua família... 21/08/22
173,"AOS 04 Bloco C, OCTOGONAL, BRASILIA",,R$,3.200,m² R$,42,Aluguel Apartamento 75 m²,3 Quartos,1 Vaga,,Octogonal 4 Apartamento reformado 03 quartos lazer garagem condomínio fechado A unidade possui 75 mt² cozinha com área... 21/08/22
174,"SQNW 311 Bloco D, NOROESTE, BRASILIA",", Atrium DOR",R$,2.200,m² R$,64,Aluguel Apartamento 34 m²,1 Quarto,1 Vaga,,"Disponível para Locação: - Excelente apt de 1 quarto - varanda - Armários - Mobiliado - Apt de 34 m², segundo andar, ... 21/08/22"
175,"QI 29, GUARA II, GUARA",,R$,5.600,m² R$,44,Aluguel Apartamento 125 m²,4 Quartos,1 Suíte,2 Vagas,"Excelente apartamento MOBILIADO na SQA - Guará II - com aprocimadamente 125 m2, composto por sala com sofá, mesa de 6 lu... 21/08/22"
176,"SQS 314 Bloco F, ASA SUL, BRASILIA",,R$,6.000,m² R$,40,Aluguel Apartamento 150 m²,3 Quartos,1 Suíte,1 Vaga,"APTO DE 3 QUARTOS NA SQS 314 100% revestido, guarita com portaria 24 horas, hall social decorado, elevadores, de meio, v... 21/08/22"
177,"CLSW 104 Bloco B, SUDOESTE, BRASILIA",,R$,1.700,m² R$,35,Aluguel Apartamento 48 m²,1 Quarto,,,"Aluga- se apartamento 100% mobiliado, em ótima localização no Sudoeste Shopping, próximo a comércios e vias. Sendo comp... 21/08/22"
178,"CCSW 1 Lote 4 Bloco B, SUDOESTE, BRASILIA",,R$,3.600,m² R$,138,Aluguel Kitnet 26 m²,1 Quarto,1 Suíte,1 Vaga,"Nova Kit Flat - Enxoval Completo com piso aquecido, Serv. De Hotel - Portal Master/sudoeste (514) A TOP LINE PRIME, tem... 21/08/22"
179,"SQS 407 Bloco N, ASA SUL, BRASILIA",,R$,2.500,m² R$,32,Aluguel Apartamento 77 m²,3 Quartos,,,"Apartamento situado em ótima localização, com 3 quartos, sala, cozinha, área de serviço, dispensa, vazado WC social, e D... 21/08/22"
