,rent,size_m2,property_type,bedrooms,suite,parking,neighborhood
980,650,24,Kitnet ,1,,, NUCLEO BANDEIRANTE
981,1.500,35,Apartamento ,1,1,1, AGUAS CLARAS
982,900,30,Kitnet ,1,,, ASA NORTE
983,800,40,Apartamento ,2,,, RIACHO FUNDO
984,1.499,37,Apartamento ,1,1,1, TAGUATINGA
985,2.100,62,Apartamento ,3,,, CRUZEIRO
986,4.600,137,Apartamento ,3,1,1, ASA NORTE
987,1.400,27,Kitnet ,1,1,, SUDOESTE
988,700,55,Apartamento ,2,,, TAGUATINGA
989,1.100,58,Apartamento ,2,,, TAGUATINGA
990,2.500,62,Apartamento ,2,1,2, AGUAS CLARAS
991,900,42,Apartamento ,2,,, VICENTE PIRES
992,3.000,90,Apartamento ,2,2,1, AGUAS CLARAS
993,2.250,62,Apartamento ,1,1,1, AGUAS CLARAS
994,1.200,29,Apartamento ,1,1,, SUDOESTE
995,900,50,Apartamento ,2,,, GUARA
996,1.000,42,Apartamento ,2,1,, SANTA MARIA
997,3.700,100,Apartamento ,3,1,1, SUDOESTE
998,800,42,Apartamento ,2,1,, VALPARAISO DE GOIAS
999,750,27,Kitnet ,1,,, ASA NORTE
1000,1.500,40,Apartamento ,1,,, ASA SUL
1001,1.200,35,Kitnet ,1,,, SUDOESTE
1002,6.900,128,Apartamento ,3,2,2, NOROESTE
1003,1.000,32,Apartamento ,1,,, ASA SUL
1004,1.300,32,Apartamento ,1,1,, AGUAS CLARAS
1005,4.000,140,Apartamento ,2,1,, ASA SUL
1006,550,19,Kitnet ,1,,, ASA NORTE
1007,1.800,30,Apartamento ,1,1,, AGUAS CLARAS
1008,2.800,105,Apartamento ,3,1,2, AGUAS CLARAS
1009,900,30,Apartamento ,1,1,1, SAMAMBAIA
1010,1.528,26,Kitnet ,1,1,, SUDOESTE
1011,1.000,43,Apartamento ,1,1,, SAMAMBAIA
1012,2.050,58,Apartamento ,2,1,1, AGUAS CLARAS
1013,5.900,140,Apartamento ,3,1,, ASA SUL
1014,1.500,35,Apartamento ,1,1,2, GUARA
1015,1.400,0,Apartamento ,2,1,, GAMA
1016,1.600,55,Apartamento ,2,1,, NUCLEO BANDEIRANTE
1017,650,30,Apartamento ,1,,, VILA ESTRUTURAL
1018,6.000,101,Apartamento ,3,1,1, ASA NORTE
1019,700,45,Kitnet ,1,,, SAMAMBAIA
1020,2.700,75,Apartamento ,1,1,, SUDOESTE
1021,450,25,Kitnet ,1,,, SAO SEBASTIAO
1022,4.500,90,Apartamento ,2,2,1, SUDOESTE
1023,2.900,35,Apartamento ,2,1,, SUDOESTE
1024,1.400,40,Apartamento ,1,1,1, TAGUATINGA
1025,750,50,Apartamento ,1,1,, VICENTE PIRES
1026,5.400,156,Apartamento ,3,1,1, ASA SUL
1027,900,28,Apartamento ,1,1,1, LAGO NORTE
1028,1.300,70,Apartamento ,2,,, TAGUATINGA
1029,800,50,Apartamento ,2,,, CEILANDIA
1030,3.500,36,Apartamento ,1,,, ASA SUL
1031,2.000,47,Apartamento ,1,1,, AGUAS CLARAS
1032,750,35,Apartamento ,1,,, NUCLEO BANDEIRANTE
1033,1.650,55,Apartamento ,2,1,, TAGUATINGA
1034,2.890,55,Apartamento ,2,1,, ASA NORTE
1035,800,43,Kitnet ,1,,, ASA NORTE
1036,1.500,33,Apartamento ,1,1,1, AGUAS CLARAS
1037,2.250,71,Apartamento ,2,,, ASA SUL
1038,1.600,53,Apartamento ,2,1,1, AGUAS CLARAS
1039,9.200,148,Apartamento ,4,2,4, NOROESTE
1040,950,30,Kitnet ,1,,, GUARA
1041,1.400,45,Apartamento ,2,,, GUARA
1042,2.400,72,Apartamento ,3,,, CRUZEIRO
1043,2.000,45,Apartamento ,1,,, ASA SUL
1044,3.000,66,Apartamento ,2,1,, ASA NORTE
1045,1.150,30,Apartamento ,1,1,, GUARA
1046,2.000,26,Apartamento ,1,1,, PARK SUL
1047,1.450,33,Apartamento ,1,1,1, AGUAS CLARAS
1048,1.499,75,Apartamento ,2,,, ASA NORTE
1049,5.300,82,Apartamento ,2,1,2, NOROESTE
1050,830,25,Kitnet ,1,,, GUARA
1051,800,38,Apartamento ,1,,, RIACHO FUNDO
1052,4.300,78,Apartamento ,2,1,, AGUAS CLARAS
1053,4.200,120,Apartamento ,3,1,1, ASA NORTE
1054,2.100,60,Apartamento ,2,1,1, AGUAS CLARAS
1055,1.550,52,Apartamento ,1,1,1, AGUAS CLARAS
1056,2.000,50,Apartamento ,1,,, ASA SUL
1057,5.000,118,Apartamento ,3,1,1, AGUAS CLARAS
1058,700,30,Apartamento ,1,,, RIACHO FUNDO
1059,700,37,Apartamento ,1,,, SAO SEBASTIAO
1060,800,30,Apartamento ,1,,, VICENTE PIRES
1061,1.050,36,Apartamento ,1,,, ASA NORTE
1062,2.000,64,Apartamento ,2,,, ASA SUL
1063,5.000,100,Apartamento ,3,1,, ASA SUL
1064,1.250,23,Kitnet ,1,1,, SUDOESTE
1065,800,33,Apartamento ,1,,, ASA NORTE
1066,1.295,36,Kitnet ,1,,, ASA NORTE
1067,1.790,35,Apartamento ,1,1,, NOROESTE
1068,1.300,30,Apartamento ,1,1,, AGUAS CLARAS
1069,1.250,33,Apartamento ,1,,, AGUAS CLARAS
1070,2.800,75,Apartamento ,2,1,, SUDOESTE
1071,450,33,Kitnet ,1,,, TAGUATINGA
1072,1.100,46,Apartamento ,1,,, ASA NORTE
1073,2.200,60,Apartamento ,2,1,1, AGUAS CLARAS
1074,2.550,69,Apartamento ,2,1,, OCTOGONAL
1075,3.200,100,Apartamento ,3,1,, ASA SUL
1076,11.900,306,Apartamento ,5,2,4, SUDOESTE
1077,1.850,45,Apartamento ,1,1,, AGUAS CLARAS
1078,1.300,45,Apartamento ,2,2,, TAGUATINGA
1079,4.000,96,Apartamento ,3,1,1, SUDOESTE
1080,1.000,30,Kitnet ,1,1,, AGUAS CLARAS
1081,1.000,60,Apartamento ,2,,, NUCLEO BANDEIRANTE
1082,500,35,Apartamento ,,,, TAGUATINGA
1083,1.000,75,Apartamento ,3,1,1, PLANALTINA
1084,5.500,104,Apartamento ,3,1,, ASA SUL
1085,1.300,60,Apartamento ,3,1,1, TAGUATINGA
1086,4.500,167,Apartamento ,2,1,2, GUARA
1087,8.600,94,Apartamento ,3,1,2, ASA NORTE
1088,4.300,99,Apartamento ,3,2,1, GUARA
1089,1.100,50,Apartamento ,1,,, RIACHO FUNDO
1090,1.400,62,Apartamento ,3,1,1, AGUAS CLARAS
1091,3.200,75,Apartamento ,3,,, ASA NORTE
1092,550,31,Kitnet ,1,,, TAGUATINGA
1093,3.094,56,Apartamento ,2,1,, ASA NORTE
1094,1.200,40,Kitnet ,1,1,, SUDOESTE
1095,650,55,Apartamento ,2,,, NUCLEO BANDEIRANTE
1096,1.300,32,Kitnet ,1,,, ASA NORTE
1097,1.250,33,Kitnet ,1,,, AGUAS CLARAS
1098,1.100,41,Kitnet ,1,,, SUDOESTE
1099,800,28,Kitnet ,1,,, ASA NORTE
1100,2.000,61,Apartamento ,2,1,1, AGUAS CLARAS
1101,1.100,40,Apartamento ,2,,, TAGUATINGA
1102,550,35,Apartamento ,1,,, RIACHO FUNDO
1103,1.100,30,Kitnet ,1,1,, SUDOESTE
1104,1.500,31,Apartamento ,1,1,, AGUAS CLARAS
1105,2.900,90,Apartamento ,2,,, ASA NORTE
1106,1.400,65,Apartamento ,2,,, GUARA
1107,3.100,89,Apartamento ,2,1,1, SUDOESTE
1108,2.500,95,Apartamento ,3,1,1, AGUAS CLARAS
1109,1.500,26,Kitnet ,1,1,, ASA NORTE
1110,1.100,27,Kitnet ,1,1,1, ASA NORTE
1111,1.500,60,Apartamento ,2,1,, AGUAS CLARAS
1112,1.500,37,Apartamento ,1,1,, AGUAS CLARAS
1113,1.100,97,Apartamento ,2,1,, TAGUATINGA
1114,2.300,88,Apartamento ,3,1,2, GUARA
1115,1.600,37,Apartamento ,1,,, AGUAS CLARAS
1116,1.900,30,Apartamento ,1,1,1, PARK SUL
1117,5.000,80,Apartamento ,2,1,1, SUDOESTE
1118,1.650,48,Apartamento ,2,1,, JARDINS MANGUEIRAL
1119,1.850,36,Apartamento ,1,1,, LAGO NORTE
1120,3.400,107,Apartamento ,3,1,, ASA NORTE
1121,1.200,57,Apartamento ,1,1,, GUARA
1122,2.300,55,Apartamento ,2,1,1, LAGO NORTE
1123,6.200,118,Apartamento ,3,1,2, NOROESTE
1124,3.200,67,Apartamento ,2,1,, ASA SUL
1125,800,33,Kitnet ,1,,, GUARA
1126,2.900,72,Apartamento ,2,1,1, SUDOESTE
1127,1.500,40,Apartamento ,1,,, ASA SUL
1128,4.500,60,Apartamento ,1,,, ASA NORTE
1129,6.300,120,Apartamento ,3,1,1, ASA NORTE
1130,850,34,Apartamento ,1,,, ASA NORTE
1131,650,30,Apartamento ,1,,, VILA ESTRUTURAL
1132,1.450,65,Apartamento ,3,1,1, SAMAMBAIA
1133,2.500,67,Apartamento ,2,,, ASA NORTE
1134,1.300,30,Apartamento ,1,1,1, SUDOESTE
1135,2.600,70,Apartamento ,2,1,1, AGUAS CLARAS
1136,5.000,135,Apartamento ,4,1,2, AGUAS CLARAS
1137,550,44,Apartamento ,2,1,, VALPARAISO DE GOIAS
1138,710,45,Apartamento ,1,,, GAMA
1139,8.500,105,Apartamento ,3,1,, SUDOESTE
1140,1.100,27,Apartamento ,1,1,, PARK SUL
1141,850,45,Apartamento ,2,,, CEILANDIA
1142,3.200,70,Apartamento ,2,2,1, AGUAS CLARAS
1143,17.000,160,Apartamento ,4,3,3, NOROESTE
1144,1.100,26,Kitnet ,1,1,1, PARK SUL
1145,1.500,67,Apartamento ,2,1,, GUARA
1146,2.200,75,Apartamento ,2,1,1, AGUAS CLARAS
1147,770,40,Apartamento ,2,1,, SANTA MARIA
1148,1.500,41,Apartamento ,1,1,, GUARA
1149,3.300,50,Apartamento ,1,,, ASA SUL
1150,1.800,42,Apartamento ,1,,, ASA NORTE
1151,700,55,Apartamento ,2,,, TAGUATINGA
1152,2.500,55,Apartamento ,1,1,, PARK WAY
1153,1.000,45,Apartamento ,2,,, ASA NORTE
1154,800,50,Apartamento ,2,,, NUCLEO BANDEIRANTE
1155,1.000,25,Kitnet ,1,1,1, AGUAS CLARAS
1156,1.100,40,Apartamento ,2,,, TAGUATINGA
1157,3.400,90,Apartamento ,3,1,2, SUDOESTE
1158,1.620,100,Apartamento ,3,1,, CEILANDIA
1159,1.000,31,Kitnet ,1,1,, SUDOESTE
1160,750,52,Apartamento ,2,,, NUCLEO BANDEIRANTE
1161,1.300,50,Apartamento ,2,,, NUCLEO BANDEIRANTE
1162,4.500,96,Apartamento ,2,1,1, SUDOESTE
1163,20.000,296,Apartamento ,4,1,1, ASA SUL
1164,850,45,Apartamento ,1,,, SAMAMBAIA
1165,1.150,27,Kitnet ,1,1,, SUDOESTE
1166,3.000,80,Apartamento ,3,1,2, GUARA
1167,1.800,56,Apartamento ,2,,, ASA SUL
1168,2.750,62,Apartamento ,2,1,1, GUARA
1169,1.200,48,Apartamento ,1,,, GUARA
1170,400,30,Kitnet ,1,,, NUCLEO BANDEIRANTE
1171,3.900,144,Apartamento ,4,1,4, ASA SUL
1172,3.800,120,Apartamento ,3,1,, ASA SUL
1173,1.300,33,Apartamento ,1,1,1, NOROESTE
1174,4.500,120,Apartamento ,3,1,1, ASA NORTE
1175,900,11,Kitnet ,1,,, ASA NORTE
1176,1.500,50,Apartamento ,2,,, GUARA
1177,1.500,42,Apartamento ,1,1,, VICENTE PIRES
1178,3.900,104,Apartamento ,3,1,1, ASA SUL
1179,750,25,Kitnet ,1,,, ASA NORTE
1180,850,70,Apartamento ,2,,, PLANALTINA
1181,800,32,Kitnet ,1,,, ASA NORTE
1182,2.600,60,Apartamento ,1,,, ASA NORTE
1183,1.100,30,Apartamento ,1,1,, AGUAS CLARAS
1184,2.100,53,Apartamento ,2,1,, LAGO NORTE
1185,2.940,85,Apartamento ,3,2,1, AGUAS CLARAS
1186,1.100,45,Apartamento ,1,,, LAGO NORTE
1187,750,30,Kitnet ,1,,, GUARA
1188,730,26,Kitnet ,1,,, ASA NORTE
1189,1.500,61,Apartamento ,2,1,1, CEILANDIA
1190,3.900,75,Apartamento ,2,,, ASA SUL
1191,850,60,Kitnet ,1,,, TAGUATINGA
1192,850,30,Kitnet ,1,,, GUARA
1193,1.800,53,Apartamento ,1,1,, AGUAS CLARAS
1194,4.000,102,Apartamento ,3,1,1, ASA NORTE
1195,4.000,90,Apartamento ,3,1,1, ASA NORTE
1196,2.200,39,Apartamento ,1,1,, NOROESTE
1197,700,45,Kitnet ,1,,, SAMAMBAIA
1198,4.800,170,Apartamento ,4,1,1, ASA SUL
1199,2.050,28,Apartamento ,1,1,1, PARK SUL
1200,3.950,99,Apartamento ,3,1,1, ASA NORTE
1201,15.000,378,Apartamento ,4,4,4, SUDOESTE
1202,2.600,124,Apartamento ,2,1,, LAGO NORTE
1203,700,40,Kitnet ,1,,, TAGUATINGA
1204,1.900,30,Apartamento ,1,1,, NOROESTE
1205,1.450,37,Apartamento ,1,1,, AGUAS CLARAS
1206,1.800,48,Apartamento ,2,1,, JARDINS MANGUEIRAL
1207,800,38,Apartamento ,1,,, RIACHO FUNDO
1208,2.020,50,Apartamento ,2,1,, GUARA
1209,1.100,75,Apartamento ,3,1,1, AGUAS CLARAS
1210,1.000,200,Apartamento ,2,,, SAO SEBASTIAO
1211,400,18,Apartamento ,1,,, AGUAS CLARAS
1212,2.200,60,Apartamento ,2,1,1, AGUAS CLARAS
1213,800,25,Apartamento ,1,,, TAGUATINGA
1214,198.000,50,Apartamento ,2,1,, SAMAMBAIA
1215,2.200,80,Apartamento ,3,1,1, AGUAS CLARAS
1216,4.300,116,Apartamento ,3,1,1, SUDOESTE
1217,3.300,108,Apartamento ,2,1,2, AGUAS CLARAS
1218,7.000,164,Apartamento ,3,1,3, NOROESTE
1219,3.800,90,Apartamento ,3,1,1, SUDOESTE
1220,800,47,Apartamento ,1,,, SAMAMBAIA
1221,1.100,30,Apartamento ,1,,, ASA NORTE
1222,1.900,62,Apartamento ,3,,, CRUZEIRO
1223,4.100,48,Apartamento ,1,1,1, ASA SUL
1224,1.500,45,Apartamento ,2,,, SETOR INDUSTRIAL
1225,2.000,50,Apartamento ,2,1,, LAGO NORTE
1226,2.100,55,Apartamento ,2,1,, AGUAS CLARAS
1227,2.400,40,Apartamento ,1,,, ASA NORTE
1228,9.000,240,Apartamento ,4,1,2, ASA SUL
1229,2.550,62,Apartamento ,2,1,1, GUARA
1230,1.400,45,Apartamento ,2,1,, GUARA
1231,750,28,Kitnet ,1,,, SUDOESTE
1232,2.600,73,Apartamento ,2,1,, OCTOGONAL
1233,2.100,60,Apartamento ,2,1,1, AGUAS CLARAS
1234,1.100,30,Kitnet ,1,1,, LAGO NORTE
1235,1.100,30,Kitnet ,1,,, SUDOESTE
1236,650,27,Apartamento ,1,,, ASA NORTE
1237,1.200,27,Kitnet ,1,1,, ASA NORTE
1238,1.100,25,Apartamento ,1,1,, ASA SUL
1239,550,40,Kitnet ,1,,, VICENTE PIRES
1240,6.000,53,Apartamento ,1,,, ASA NORTE
1241,2.400,70,Apartamento ,2,,, ASA NORTE
1242,2.200,100,Apartamento ,3,1,1, AGUAS CLARAS
1243,1.400,59,Apartamento ,1,1,, LAGO NORTE
1244,6.000,118,Apartamento ,3,1,2, NOROESTE
1245,1.100,90,Apartamento ,3,,, TAGUATINGA
1246,4.350,98,Apartamento ,3,1,1, ASA NORTE
1247,1.350,75,Apartamento ,2,1,, TAGUATINGA
1248,1.100,35,Apartamento ,1,,, GUARA
1249,1.100,28,Kitnet ,1,1,1, ASA NORTE
1250,1.500,50,Apartamento ,2,1,1, TAGUATINGA
1251,800,35,Apartamento ,1,,, ASA NORTE
1252,2.800,77,Apartamento ,2,1,2, AGUAS CLARAS
1253,4.800,130,Apartamento ,2,1,, ASA NORTE
1254,1.190,60,Apartamento ,2,,, SOBRADINHO
1255,1.300,36,Apartamento ,3,1,2, SAMAMBAIA
1256,1.100,80,Apartamento ,2,,, PLANALTINA
1257,800,35,Kitnet ,1,,, LAGO NORTE
1258,2.200,42,Apartamento ,1,1,1, PARK SUL
1259,15.900,204,Apartamento ,3,3,4, NOROESTE
1260,4.800,82,Apartamento ,2,1,1, ASA NORTE
1261,800,27,Apartamento ,1,1,, ASA NORTE
1262,1.450,35,Apartamento ,1,,, AGUAS CLARAS
1263,3.000,51,Apartamento ,1,,, ASA NORTE
1264,1.200,29,Kitnet ,1,1,1, ASA NORTE
1265,1.990,29,Apartamento ,1,1,, PARK SUL
1266,1.000,40,Apartamento ,1,,, ASA NORTE
1267,720,30,Apartamento ,1,,, GUARA
1268,510,35,Kitnet ,1,,, VICENTE PIRES
1269,3.100,26,Kitnet ,1,1,1, SUDOESTE
1270,850,21,Kitnet ,1,,, ASA NORTE
1271,2.200,33,Apartamento ,1,1,, NOROESTE
1272,1.800,40,Apartamento ,1,1,1, SUDOESTE
1273,550,35,Apartamento ,1,,, RIACHO FUNDO
1274,1.400,38,Apartamento ,1,1,, LAGO NORTE
1275,1.300,27,Kitnet ,1,1,, ASA NORTE
1276,1.700,44,Apartamento ,1,1,1, AGUAS CLARAS
1277,1.200,60,Apartamento ,2,,, NUCLEO BANDEIRANTE
1278,850,25,Kitnet ,1,,, ASA NORTE
1279,2.200,90,Apartamento ,3,1,1, TAGUATINGA
1280,620,32,Kitnet ,1,,, GUARA
1281,2.500,70,Apartamento ,2,1,, JARDIM BOTANICO
1282,550,24,Kitnet ,1,,, NUCLEO BANDEIRANTE
1283,900,42,Apartamento ,1,,, GUARA
1284,800,40,Kitnet ,1,1,, CRUZEIRO
1285,1.400,50,Apartamento ,2,1,, TAGUATINGA
1286,5.942,119,Apartamento ,3,1,1, ASA NORTE
1287,2.950,68,Apartamento ,2,1,, ASA NORTE
1288,1.500,67,Apartamento ,3,1,, GUARA
1289,6.000,170,Apartamento ,2,2,1, ASA SUL
1290,1.100,43,Apartamento ,2,1,, GUARA
1291,1.000,67,Apartamento ,1,1,, ASA NORTE
1292,2.200,44,Apartamento ,2,,, CRUZEIRO
1293,5.700,150,Apartamento ,3,1,1, ASA SUL
1294,285.000,55,Apartamento ,2,,, SOBRADINHO
1295,2.700,38,Apartamento ,1,1,, ASA NORTE
1296,1.000,27,Kitnet ,1,1,10, ASA NORTE
1297,950,55,Apartamento ,2,,, PARANOA
1298,1.600,41,Apartamento ,1,1,, AGUAS CLARAS
1299,2.500,46,Apartamento ,2,1,, AGUAS CLARAS
1300,1.000,60,Apartamento ,1,1,, SOBRADINHO
1301,800,35,Kitnet ,1,,, ASA NORTE
1302,620,34,Kitnet ,1,1,, GUARA
1303,3.000,42,Apartamento ,1,1,, PARK SUL
1304,3.980,110,Apartamento ,3,1,1, ASA NORTE
1305,3.300,76,Apartamento ,2,1,1, ASA NORTE
1306,1.500,48,Apartamento ,2,1,, JARDINS MANGUEIRAL
1307,3.700,74,Apartamento ,2,1,1, ASA NORTE
1308,780,46,Apartamento ,2,1,, GAMA
1309,2.500,80,Apartamento ,2,1,, JARDIM BOTANICO
1310,800,29,Apartamento ,1,,, TAGUATINGA
1311,1.200,27,Kitnet ,1,1,, ASA SUL
1312,1.200,35,Kitnet ,1,,, ASA NORTE
1313,5.500,120,Apartamento ,3,1,, ASA SUL
1314,1.400,33,Apartamento ,1,,, AGUAS CLARAS
1315,4.500,93,Apartamento ,3,1,1, ASA NORTE
1316,900,30,Kitnet ,1,,, ASA NORTE
1317,750,27,Apartamento ,1,,, TAGUATINGA
1318,900,40,Apartamento ,1,,, NUCLEO BANDEIRANTE
1319,600,30,Apartamento ,1,,, TAGUATINGA
1320,4.250,54,Apartamento ,1,1,1, ASA SUL
1321,3.100,87,Apartamento ,2,,, ASA SUL
1322,3.400,100,Apartamento ,3,1,, GUARA
1323,950,30,Kitnet ,1,1,, ASA NORTE
1324,1.400,28,Kitnet ,1,,, ASA NORTE
1325,2.000,60,Apartamento ,2,1,1, AGUAS CLARAS
1326,1.250,29,Apartamento ,1,1,1, LAGO NORTE
1327,1.700,60,Apartamento ,2,1,1, AGUAS CLARAS
1328,1.300,25,Apartamento ,1,1,1, AGUAS CLARAS
1329,3.200,102,Apartamento ,3,1,2, AGUAS CLARAS
1330,2.700,82,Apartamento ,3,1,, ASA NORTE
1331,3.800,98,Apartamento ,3,1,1, ASA NORTE
1332,900,50,Apartamento ,2,1,1, TAGUATINGA
1333,1.400,11,Apartamento ,1,,, ASA NORTE
1334,1.400,46,Apartamento ,2,1,, GUARA
1335,1.500,30,Apartamento ,1,,, ASA SUL
1336,4.200,69,Apartamento ,2,1,1, ASA SUL
1337,2.400,110,Apartamento ,3,1,1, AGUAS CLARAS
1338,1.000,50,Apartamento ,2,1,, RECANTO DAS EMAS
1339,800,39,Apartamento ,1,1,2, RIACHO FUNDO
1340,1.700,56,Apartamento ,1,,, SUDOESTE
1341,850,60,Apartamento ,2,,, GUARA
1342,900,29,Kitnet ,1,,, ASA NORTE
1343,1.900,30,Apartamento ,1,1,, NOROESTE
1344,420,34,Kitnet ,1,,, SANTA MARIA
1345,550,35,Apartamento ,1,,, RIACHO FUNDO
1346,1.040,40,Apartamento ,1,,, GUARA
1347,900,22,Kitnet ,1,1,1, SUDOESTE
1348,1.500,70,Apartamento ,3,1,, TAGUATINGA
1349,6.300,140,Apartamento ,2,2,2, ASA NORTE
1350,3.300,52,Apartamento ,1,2,, ASA SUL
1351,5.800,167,Apartamento ,3,1,1, ASA SUL
1352,2.500,70,Apartamento ,3,1,1, AGUAS CLARAS
1353,1.100,40,Apartamento ,2,,, TAGUATINGA
1354,3.800,140,Apartamento ,4,1,1, ASA NORTE
1355,1.400,48,Apartamento ,2,1,, SAMAMBAIA
1356,1.250,65,Apartamento ,2,1,, TAGUATINGA
1357,1.200,60,Apartamento ,2,1,, VICENTE PIRES
1358,2.600,32,Apartamento ,1,,, TAGUATINGA
1359,1.480,49,Apartamento ,1,1,, AGUAS CLARAS
1360,1.200,40,Apartamento ,1,1,, SUDOESTE
1361,7.500,166,Apartamento ,4,1,1, ASA NORTE
1362,6.000,177,Apartamento ,4,1,1, ASA SUL
1363,2.700,63,Apartamento ,2,,, ASA NORTE
1364,2.300,55,Apartamento ,2,1,1, AGUAS CLARAS
1365,9.000,154,Apartamento ,3,3,3, NOROESTE
1366,4.400,114,Apartamento ,3,1,, SUDOESTE
1367,1.200,38,Apartamento ,1,,, ASA SUL
1368,4.000,123,Apartamento ,3,1,1, ASA NORTE
1369,900,45,Apartamento ,1,1,1, AGUAS CLARAS
1370,2.650,60,Apartamento ,2,1,, SUDOESTE
1371,800,40,Kitnet ,1,,, NUCLEO BANDEIRANTE
1372,750,32,Apartamento ,1,1,, GUARA
1373,2.400,61,Apartamento ,2,2,1, AGUAS CLARAS
1374,6.500,117,Apartamento ,3,1,2, NOROESTE
1375,700,40,Apartamento ,1,,, NUCLEO BANDEIRANTE
1376,2.900,71,Apartamento ,2,1,, OCTOGONAL
1377,1.550,34,Apartamento ,1,1,1, AGUAS CLARAS
1378,1.200,25,Kitnet ,1,,, LAGO SUL
1379,1.700,27,Apartamento ,1,1,, PARK SUL
1380,4.500,78,Apartamento ,2,1,2, NOROESTE
1381,1.000,30,Kitnet ,1,,, GUARA
1382,3.100,45,Apartamento ,1,1,, ASA NORTE
1383,550,25,Kitnet ,1,,, SAO SEBASTIAO
1384,1.700,41,Apartamento ,1,1,, AGUAS CLARAS
1385,2.100,45,Apartamento ,1,,, ASA NORTE
1386,900,32,Apartamento ,1,1,, AGUAS CLARAS
1387,1.800,40,Apartamento ,1,1,, LAGO NORTE
1388,1.400,30,Kitnet ,1,1,, SUDOESTE
1389,2.037,45,Apartamento ,1,1,1, NOROESTE
1390,3.000,78,Apartamento ,2,,, ASA SUL
1391,4.500,41,Apartamento ,1,1,1, ASA SUL
1392,2.300,95,Apartamento ,3,1,1, AGUAS CLARAS
1393,1.190,28,Apartamento ,1,1,, SUDOESTE
1394,1.400,65,Apartamento ,2,1,, TAGUATINGA
1395,1.100,33,Apartamento ,1,,, AGUAS CLARAS
1396,800,40,Apartamento ,1,,, GUARA
1397,3.500,52,Apartamento ,2,1,1, SUDOESTE
1398,900,29,Kitnet ,1,1,1, SUDOESTE
1399,2.700,72,Apartamento ,2,1,, ASA NORTE
1400,800,46,Apartamento ,2,1,, SANTA MARIA
1401,1.600,70,Apartamento ,2,1,, VILA DA TELEBRASILIA
1402,550,25,Kitnet ,1,,, RIACHO FUNDO
1403,750,40,Kitnet ,1,,, ASA NORTE
1404,1.250,38,Apartamento ,1,1,, SAMAMBAIA
1405,4.000,114,Apartamento ,2,1,, ASA SUL
1406,1.200,30,Apartamento ,1,1,1, SUDOESTE
1407,1.100,55,Apartamento ,2,1,, TAGUATINGA
1408,1.700,48,Apartamento ,1,1,, ASA SUL
1409,980,31,Kitnet ,1,,, ASA NORTE
1410,1.000,40,Kitnet ,1,,, ASA SUL
1411,1.100,24,Kitnet ,1,1,, SUDOESTE
1412,1.800,57,Apartamento ,2,1,1, LAGO NORTE
1413,10.000,215,Apartamento ,4,2,2, SUDOESTE
1414,2.500,78,Apartamento ,3,1,, CRUZEIRO
1415,1.800,29,Apartamento ,1,1,, PARK SUL
1416,2.900,70,Apartamento ,3,1,1, AGUAS CLARAS
1417,3.650,125,Apartamento ,3,1,, ASA SUL
1418,600,50,Apartamento ,1,,, RECANTO DAS EMAS
1419,400,14,Kitnet ,1,,, NUCLEO BANDEIRANTE
1420,899,29,Apartamento ,1,1,1, SUDOESTE
1421,2.000,64,Apartamento ,2,1,1, AGUAS CLARAS
1422,12.000,209,Apartamento ,3,1,2, ASA SUL
1423,920,30,Apartamento ,1,,, ASA SUL
1424,850,74,Apartamento ,2,1,, VALPARAISO DE GOIAS
1425,950,60,Apartamento ,2,1,, TAGUATINGA
1426,4.200,64,Apartamento ,2,1,1, SETOR INDUSTRIAL
1427,1.350,54,Apartamento ,1,,, TAGUATINGA
1428,850,27,Kitnet ,1,1,, ASA NORTE
1429,1.290,53,Apartamento ,2,1,1, SAMAMBAIA
1430,600,44,Apartamento ,2,1,, VALPARAISO DE GOIAS
1431,14.000,207,Apartamento ,4,2,2, ASA SUL
1432,1.000,50,Apartamento ,2,1,, RECANTO DAS EMAS
1433,1.050,25,Kitnet ,1,,, ASA NORTE
1434,2.200,40,Apartamento ,1,1,, NOROESTE
1435,4.000,99,Apartamento ,3,1,2, GUARA
1436,1.500,60,Apartamento ,1,,, ASA NORTE
1437,2.100,51,Apartamento ,2,1,, AGUAS CLARAS
1438,3.000,90,Apartamento ,2,1,, ASA SUL
1439,1.632,37,Apartamento ,1,1,, NOROESTE
1440,1.300,30,Apartamento ,1,1,1, AGUAS CLARAS
1441,15.000,283,Apartamento ,4,1,2, SUDOESTE
1442,2.650,64,Apartamento ,2,1,1, AGUAS CLARAS
1443,15.000,260,Apartamento ,4,4,4, NOROESTE
1444,1.750,50,Apartamento ,2,1,, AGUAS CLARAS
1445,2.000,50,Apartamento ,2,1,1, AGUAS CLARAS
1446,3.800,30,Apartamento ,1,1,, NOROESTE
1447,3.000,81,Apartamento ,2,1,1, SUDOESTE
1448,5.700,138,Apartamento ,4,1,1, ASA NORTE
1449,800,30,Kitnet ,1,,, SAMAMBAIA
1450,1.250,55,Apartamento ,2,,, GAMA
1451,5.000,85,Apartamento ,2,1,1, NOROESTE
1452,900,30,Kitnet ,1,,, SUDOESTE
1453,2.800,84,Apartamento ,3,1,2, AGUAS CLARAS
1454,2.500,71,Apartamento ,2,1,, SUDOESTE
1455,1.350,55,Apartamento ,2,,, SOBRADINHO
1456,2.800,63,Apartamento ,1,1,, LAGO NORTE
